"iso","year","quarter","techq","party","name","LR","LR_IMP","LR_CORE","LR_CORE_IMP","LR_PLUS","LR_PLUS_IMP","LR_COH","GG","GG_IMP","GG_CORE","GG_CORE_IMP","GG_PLUS","GG_PLUS_IMP","GG_COH","RILE"
36,2004,179,179,63110,"Australian Greens",-22.4111,70.5682,-0.504,3.1914,-22.2655,67.3769,38.7754,-22.9705,66.6683,-11.8892,27.6595,-11.2497,39.0089,57.3608,-26.855
36,2005,180,180,63110,"Australian Greens",-22.8376,70.8918,-0.5444,3.1383,-22.6253,67.7535,38.1775,-23.2721,66.7695,-12.0233,27.9092,-11.4997,38.8602,58.3532,-26.9893
36,2005,181,181,63110,"Australian Greens",-23.2641,71.2154,-0.5848,3.0853,-22.9851,68.1302,37.5795,-23.5738,66.8706,-12.1573,28.159,-11.7497,38.7116,59.3457,-27.1237
36,2005,182,182,63110,"Australian Greens",-23.6906,71.539,-0.6253,3.0323,-23.3449,68.5068,36.9816,-23.8754,66.9717,-12.2914,28.4087,-11.9997,38.563,60.3382,-27.258
36,2005,183,183,63110,"Australian Greens",-24.1172,71.8627,-0.6657,2.9792,-23.7047,68.8834,36.3836,-24.1771,67.0728,-12.4254,28.6584,-12.2497,38.4143,61.3307,-27.3923
36,2006,184,184,63110,"Australian Greens",-24.5437,72.1863,-0.7061,2.9262,-24.0645,69.2601,35.7856,-24.4788,67.1739,-12.5595,28.9082,-12.4997,38.2657,62.3232,-27.5267
36,2006,185,185,63110,"Australian Greens",-24.9702,72.5099,-0.7465,2.8732,-24.4243,69.6367,35.1877,-24.7804,67.275,-12.6936,29.1579,-12.7497,38.1171,63.3156,-27.661
36,2006,186,186,63110,"Australian Greens",-25.3967,72.8335,-0.787,2.8201,-24.7841,70.0134,34.5897,-25.0821,67.3761,-12.8276,29.4077,-12.9998,37.9684,64.3081,-27.7953
36,2006,187,187,63110,"Australian Greens",-25.8232,73.1571,-0.8274,2.7671,-25.1438,70.39,33.9918,-25.3837,67.4772,-12.9617,29.6574,-13.2498,37.8198,65.3006,-27.9297
36,2007,188,188,63110,"Australian Greens",-26.2497,73.4807,-0.8678,2.7141,-25.5036,70.7666,33.3938,-25.6854,67.5783,-13.0957,29.9072,-13.4998,37.6712,66.2931,-28.064
36,2007,189,189,63110,"Australian Greens",-26.6763,73.8043,-0.9082,2.661,-25.8634,71.1433,32.7959,-25.9871,67.6794,-13.2298,30.1569,-13.7498,37.5225,67.2856,-28.1983
36,2007,190,190,63110,"Australian Greens",-27.1028,74.1279,-0.9486,2.608,-26.2232,71.5199,32.1979,-26.2887,67.7805,-13.3638,30.4066,-13.9998,37.3739,68.278,-28.3327
36,2007,191,191,63110,"Australian Greens",-27.5293,74.4515,-0.9891,2.5549,-26.583,71.8966,31.6,-26.5904,67.8817,-13.4979,30.6564,-14.2498,37.2253,69.2705,-28.467
36,2008,192,192,63110,"Australian Greens",-27.2612,73.9817,-0.9912,2.633,-26.311,71.3487,30.6552,-26.3171,67.581,-13.1856,30.4943,-14.2677,37.0867,68.0759,-28.0634
36,2008,193,193,63110,"Australian Greens",-26.9931,73.5118,-0.9932,2.711,-26.0391,70.8009,29.7104,-26.0438,67.2803,-12.8732,30.3323,-14.2857,36.9481,66.8814,-27.6597
36,2008,194,194,63110,"Australian Greens",-26.725,73.042,-0.9953,2.789,-25.7671,70.253,28.7656,-25.7705,66.9797,-12.5609,30.1702,-14.3036,36.8095,65.6868,-27.2561
36,2008,195,195,63110,"Australian Greens",-26.4569,72.5722,-0.9974,2.867,-25.4951,69.7052,27.8208,-25.4973,66.679,-12.2486,30.0081,-14.3215,36.6709,64.4922,-26.8525
36,2009,196,196,63110,"Australian Greens",-26.1888,72.1023,-0.9995,2.945,-25.2231,69.1574,26.8759,-25.224,66.3783,-11.9362,29.8461,-14.3394,36.5322,63.2976,-26.4488
36,2009,197,197,63110,"Australian Greens",-25.9206,71.6325,-1.0016,3.023,-24.9511,68.6095,25.9311,-24.9507,66.0777,-11.6239,29.684,-14.3574,36.3936,62.103,-26.0452
36,2009,198,198,63110,"Australian Greens",-25.6525,71.1626,-1.0037,3.101,-24.6791,68.0617,24.9863,-24.6774,65.777,-11.3116,29.522,-14.3753,36.255,60.9084,-25.6415
36,2009,199,199,63110,"Australian Greens",-25.3844,70.6928,-1.0058,3.179,-24.4071,67.5138,24.0415,-24.4041,65.4763,-10.9992,29.3599,-14.3932,36.1164,59.7138,-25.2379
36,2010,200,200,63110,"Australian Greens",-25.1163,70.223,-1.0079,3.257,-24.1351,66.966,23.0967,-24.1309,65.1757,-10.6869,29.1978,-14.4112,35.9778,58.5193,-24.8343
36,2010,201,201,63110,"Australian Greens",-24.8482,69.7531,-1.0099,3.335,-23.8631,66.4182,22.1519,-23.8576,64.875,-10.3745,29.0358,-14.4291,35.8392,57.3247,-24.4306
36,2010,202,202,63110,"Australian Greens",-24.5801,69.2833,-1.012,3.413,-23.5911,65.8703,21.2071,-23.5843,64.5743,-10.0622,28.8737,-14.447,35.7006,56.1301,-24.027
36,2010,203,203,63110,"Australian Greens",-24.1604,70.2664,-1.0228,3.6916,-23.1634,66.5749,22.4848,-22.9231,64.8077,-9.7977,28.6716,-14.0502,36.1361,55.4778,-24.8562
36,2011,204,204,63110,"Australian Greens",-23.7406,71.2495,-1.0335,3.9701,-22.7357,67.2794,23.7625,-22.2619,65.0411,-9.5333,28.4695,-13.6534,36.5716,54.8256,-25.6853
36,2011,205,205,63110,"Australian Greens",-23.3208,72.2327,-1.0443,4.2487,-22.308,67.9839,25.0401,-21.6008,65.2744,-9.2688,28.2673,-13.2566,37.0071,54.1733,-26.5145
36,2011,206,206,63110,"Australian Greens",-22.9011,73.2158,-1.0551,4.5273,-21.8803,68.6885,26.3178,-20.9396,65.5078,-9.0044,28.0652,-12.8599,37.4426,53.521,-27.3437
36,2011,207,207,63110,"Australian Greens",-22.4813,74.1989,-1.0658,4.8059,-21.4526,69.393,27.5954,-20.2784,65.7411,-8.7399,27.8631,-12.4631,37.878,52.8688,-28.1728
36,2012,208,208,63110,"Australian Greens",-22.0615,75.182,-1.0766,5.0845,-21.0249,70.0975,28.8731,-19.6172,65.9745,-8.4755,27.661,-12.0663,38.3135,52.2165,-29.002
36,2012,209,209,63110,"Australian Greens",-21.6418,76.1652,-1.0873,5.3631,-20.5972,70.8021,30.1508,-18.9561,66.2079,-8.211,27.4589,-11.6695,38.749,51.5643,-29.8312
36,2012,210,210,63110,"Australian Greens",-21.222,77.1483,-1.0981,5.6417,-20.1695,71.5066,31.4284,-18.2949,66.4412,-7.9465,27.2567,-11.2727,39.1845,50.912,-30.6603
36,2012,211,211,63110,"Australian Greens",-20.8023,78.1314,-1.1089,5.9203,-19.7418,72.2111,32.7061,-17.6337,66.6746,-7.6821,27.0546,-10.8759,39.62,50.2597,-31.4895
36,2013,212,212,63110,"Australian Greens",-20.3825,79.1146,-1.1196,6.1989,-19.3141,72.9157,33.9838,-16.9725,66.908,-7.4176,26.8525,-10.4791,40.0554,49.6075,-32.3187
36,2013,213,213,63110,"Australian Greens",-19.9627,80.0977,-1.1304,6.4775,-18.8864,73.6202,35.2614,-16.3113,67.1413,-7.1532,26.6504,-10.0824,40.4909,48.9552,-33.1478
36,2013,214,214,63110,"Australian Greens",-19.543,81.0808,-1.1411,6.7561,-18.4587,74.3247,36.5391,-15.6502,67.3747,-6.8887,26.4483,-9.6856,40.9264,48.303,-33.977
36,2013,215,215,63110,"Australian Greens",-19.713,81.6368,-1.0703,6.5282,-18.6955,75.1085,36.2275,-15.9416,68.3416,-7.2097,26.9103,-9.7024,41.4313,48.8603,-33.0804
36,2014,216,216,63110,"Australian Greens",-19.8829,82.1927,-0.9994,6.3004,-18.9323,75.8923,35.9159,-16.233,69.3084,-7.5307,27.3723,-9.7192,41.9361,49.4176,-32.1838
36,2014,217,217,63110,"Australian Greens",-20.0529,82.7486,-0.9285,6.0725,-19.1692,76.6761,35.6043,-16.5244,70.2753,-7.8518,27.8344,-9.736,42.4409,49.975,-31.2873
36,2014,218,218,63110,"Australian Greens",-20.2229,83.3046,-0.8576,5.8447,-19.406,77.4599,35.2927,-16.8158,71.2422,-8.1728,28.2964,-9.7528,42.9458,50.5323,-30.3907
36,2014,219,219,63110,"Australian Greens",-20.3929,83.8605,-0.7867,5.6169,-19.6428,78.2437,34.9811,-17.1072,72.2091,-8.4938,28.7584,-9.7697,43.4506,51.0896,-29.4941
36,2015,220,220,63110,"Australian Greens",-20.5629,84.4165,-0.7158,5.389,-19.8797,79.0274,34.6695,-17.3986,73.1759,-8.8148,29.2205,-9.7865,43.9555,51.6469,-28.5975
36,2015,221,221,63110,"Australian Greens",-20.7329,84.9724,-0.6449,5.1612,-20.1165,79.8112,34.3579,-17.6901,74.1428,-9.1358,29.6825,-9.8033,44.4603,52.2043,-27.7009
36,2015,222,222,63110,"Australian Greens",-20.9029,85.5284,-0.574,4.9333,-20.3533,80.595,34.0463,-17.9815,75.1097,-9.4569,30.1445,-9.8201,44.9652,52.7616,-26.8043
36,2015,223,223,63110,"Australian Greens",-21.0728,86.0843,-0.5031,4.7055,-20.5902,81.3788,33.7347,-18.2729,76.0766,-9.7779,30.6066,-9.8369,45.47,53.3189,-25.9077
36,2016,224,224,63110,"Australian Greens",-21.2428,86.6402,-0.4322,4.4776,-20.827,82.1626,33.4231,-18.5643,77.0435,-10.0989,31.0686,-9.8537,45.9748,53.8763,-25.0112
36,2016,225,225,63110,"Australian Greens",-21.4128,87.1962,-0.3613,4.2498,-21.0638,82.9464,33.1115,-18.8557,78.0103,-10.4199,31.5306,-9.8706,46.4797,54.4336,-24.1146
36,2016,226,226,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2016,227,227,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2017,228,228,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2017,229,229,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2017,230,230,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2017,231,231,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2018,232,232,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2018,233,233,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2018,234,234,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2018,235,235,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2019,236,236,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2019,237,237,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2019,238,238,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2019,239,239,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2020,240,240,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2020,241,241,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2020,242,242,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,2020,243,243,63110,"Australian Greens",-21.5828,87.7521,-0.2904,4.022,-21.3007,83.7302,32.7999,-19.1471,78.9772,-10.7409,31.9927,-9.8874,46.9845,54.9909,-23.218
36,1946,-54,-54,63320,"Australian Labor Party",-6.1162,60.9958,-2.4051,15.1452,-3.7164,45.8506,28.2355,16.2509,34.5436,8.4844,16.2863,8.1251,18.2573,63.4848,-16.4
36,1946,-53,-53,63320,"Australian Labor Party",-6.0425,62.5178,-2.5004,15.3242,-3.5476,47.1936,28.4023,16.5332,35.6495,8.7853,17.1127,8.1193,18.5368,62.7438,-17.1231
36,1947,-52,-52,63320,"Australian Labor Party",-5.9688,64.0397,-2.5958,15.5032,-3.3788,48.5366,28.5692,16.8155,36.7555,9.0861,17.9392,8.1134,18.8163,62.0027,-17.8462
36,1947,-51,-51,63320,"Australian Labor Party",-5.8951,65.5617,-2.6911,15.6821,-3.2099,49.8796,28.736,17.0978,37.8614,9.3869,18.7656,8.1076,19.0958,61.2617,-18.5692
36,1947,-50,-50,63320,"Australian Labor Party",-5.8215,67.0836,-2.7865,15.8611,-3.0411,51.2225,28.9029,17.3801,38.9674,9.6878,19.592,8.1017,19.3754,60.5206,-19.2923
36,1947,-49,-49,63320,"Australian Labor Party",-5.7478,68.6056,-2.8818,16.04,-2.8723,52.5655,29.0697,17.6623,40.0733,9.9886,20.4184,8.0959,19.6549,59.7796,-20.0154
36,1948,-48,-48,63320,"Australian Labor Party",-5.6741,70.1275,-2.9772,16.219,-2.7035,53.9085,29.2366,17.9446,41.1792,10.2894,21.2448,8.09,19.9344,59.0385,-20.7385
36,1948,-47,-47,63320,"Australian Labor Party",-5.6004,71.6494,-3.0725,16.398,-2.5347,55.2515,29.4034,18.2269,42.2852,10.5903,22.0713,8.0842,20.2139,58.2975,-21.4615
36,1948,-46,-46,63320,"Australian Labor Party",-5.5268,73.1714,-3.1678,16.5769,-2.3659,56.5945,29.5703,18.5092,43.3911,10.8911,22.8977,8.0783,20.4934,57.5564,-22.1846
36,1948,-45,-45,63320,"Australian Labor Party",-5.4531,74.6933,-3.2632,16.7559,-2.1971,57.9374,29.7372,18.7915,44.4971,11.192,23.7241,8.0725,20.773,56.8153,-22.9077
36,1949,-44,-44,63320,"Australian Labor Party",-5.3794,76.2153,-3.3585,16.9349,-2.0282,59.2804,29.904,19.0737,45.603,11.4928,24.5505,8.0667,21.0525,56.0743,-23.6308
36,1949,-43,-43,63320,"Australian Labor Party",-5.3057,77.7372,-3.4539,17.1138,-1.8594,60.6234,30.0709,19.356,46.709,11.7936,25.377,8.0608,21.332,55.3332,-24.3538
36,1949,-42,-42,63320,"Australian Labor Party",-5.2321,79.2591,-3.5492,17.2928,-1.6906,61.9664,30.2377,19.6383,47.8149,12.0945,26.2034,8.055,21.6115,54.5922,-25.0769
36,1949,-41,-41,63320,"Australian Labor Party",-5.1584,80.7811,-3.6446,17.4717,-1.5218,63.3094,30.4046,19.9206,48.9209,12.3953,27.0298,8.0491,21.8911,53.8511,-25.8
36,1950,-40,-40,63320,"Australian Labor Party",-5.62,77.9206,-3.4019,17.6594,-2.2255,60.2612,30.8715,18.6118,45.4083,10.7015,23.4056,8.3625,22.0027,54.7457,-24.3333
36,1950,-39,-39,63320,"Australian Labor Party",-6.0816,75.06,-3.1593,17.847,-2.9292,57.213,31.3385,17.303,41.8958,9.0077,19.7814,8.676,22.1144,55.6402,-22.8667
36,1950,-38,-38,63320,"Australian Labor Party",-6.5432,72.1995,-2.9166,18.0346,-3.6329,54.1648,31.8055,15.9942,38.3832,7.3139,16.1572,8.9894,22.226,56.5348,-21.4
36,1950,-37,-37,63320,"Australian Labor Party",-7.0048,69.339,-2.674,18.2223,-4.3367,51.1167,32.2724,14.6854,34.8706,5.6201,12.533,9.3029,22.3377,57.4293,-19.9333
36,1951,-36,-36,63320,"Australian Labor Party",-7.4664,66.4784,-2.4314,18.4099,-5.0404,48.0685,32.7394,13.3766,31.3581,3.9263,8.9088,9.6163,22.4493,58.3239,-18.4667
36,1951,-35,-35,63320,"Australian Labor Party",-7.928,63.6179,-2.1887,18.5976,-5.7441,45.0203,33.2063,12.0678,27.8455,2.2325,5.2846,9.9297,22.561,59.2184,-17
36,1951,-34,-34,63320,"Australian Labor Party",-7.8078,65.2766,-2.1381,18.3952,-5.6743,46.8814,33.171,11.866,28.3057,2.522,5.8569,9.4505,22.4488,57.4928,-16.7583
36,1951,-33,-33,63320,"Australian Labor Party",-7.6875,66.9353,-2.0876,18.1928,-5.6045,48.7425,33.1358,11.6641,28.7659,2.8116,6.4292,8.9713,22.3367,55.7672,-16.5167
36,1952,-32,-32,63320,"Australian Labor Party",-7.5673,68.594,-2.037,17.9904,-5.5348,50.6036,33.1005,11.4622,29.2261,3.1012,7.0015,8.492,22.2245,54.0416,-16.275
36,1952,-31,-31,63320,"Australian Labor Party",-7.4471,70.2526,-1.9865,17.788,-5.465,52.4646,33.0652,11.2603,29.6862,3.3908,7.5738,8.0128,22.1124,52.316,-16.0333
36,1952,-30,-30,63320,"Australian Labor Party",-7.3268,71.9113,-1.9359,17.5856,-5.3952,54.3257,33.0299,11.0585,30.1464,3.6804,8.1462,7.5336,22.0003,50.5904,-15.7917
36,1952,-29,-29,63320,"Australian Labor Party",-7.2066,73.57,-1.8853,17.3832,-5.3254,56.1868,32.9946,10.8566,30.6066,3.97,8.7185,7.0544,21.8881,48.8648,-15.55
36,1953,-28,-28,63320,"Australian Labor Party",-7.0864,75.2287,-1.8348,17.1808,-5.2557,58.0479,32.9593,10.6547,31.0668,4.2596,9.2908,6.5751,21.776,47.1393,-15.3083
36,1953,-27,-27,63320,"Australian Labor Party",-6.9662,76.8874,-1.7842,16.9785,-5.1859,59.9089,32.924,10.4529,31.527,4.5492,9.8631,6.0959,21.6638,45.4137,-15.0667
36,1953,-26,-26,63320,"Australian Labor Party",-6.8459,78.5461,-1.7336,16.7761,-5.1161,61.77,32.8887,10.251,31.9871,4.8388,10.4355,5.6167,21.5517,43.6881,-14.825
36,1953,-25,-25,63320,"Australian Labor Party",-6.7257,80.2048,-1.6831,16.5737,-5.0463,63.6311,32.8535,10.0491,32.4473,5.1284,11.0078,5.1374,21.4395,41.9625,-14.5833
36,1954,-24,-24,63320,"Australian Labor Party",-6.6055,81.8635,-1.6325,16.3713,-4.9766,65.4922,32.8182,9.8472,32.9075,5.418,11.5801,4.6582,21.3274,40.2369,-14.3417
36,1954,-23,-23,63320,"Australian Labor Party",-6.4852,83.5222,-1.5819,16.1689,-4.9068,67.3533,32.7829,9.6454,33.3677,5.7076,12.1524,4.179,21.2152,38.5113,-14.1
36,1954,-22,-22,63320,"Australian Labor Party",-6.9237,80.7532,-1.9171,16.88,-5.0108,63.8732,31.9627,8.0567,33.6501,5.6044,12.2536,2.6892,21.3965,36.2862,-18.6333
36,1954,-21,-21,63320,"Australian Labor Party",-7.3621,77.9843,-2.2522,17.5912,-5.1149,60.3932,31.1424,6.4681,33.9325,5.5011,12.3547,1.1995,21.5778,34.0611,-23.1667
36,1955,-20,-20,63320,"Australian Labor Party",-7.8005,75.2154,-2.5873,18.3023,-5.2189,56.9131,30.3222,4.8795,34.215,5.3978,12.4559,-0.2902,21.7591,31.8361,-27.7
36,1955,-19,-19,63320,"Australian Labor Party",-8.2389,72.4465,-2.9224,19.0134,-5.3229,53.4331,29.502,3.2908,34.4974,5.2946,12.557,-1.78,21.9404,29.611,-32.2333
36,1955,-18,-18,63320,"Australian Labor Party",-8.6774,69.6776,-3.2575,19.7246,-5.427,49.9531,28.6818,1.7022,34.7798,5.1913,12.6582,-3.2697,22.1216,27.386,-36.7667
36,1955,-17,-17,63320,"Australian Labor Party",-9.1158,66.9087,-3.5926,20.4357,-5.531,46.473,27.8616,0.1136,35.0622,5.0881,12.7593,-4.7595,22.3029,25.1609,-41.3
36,1956,-16,-16,63320,"Australian Labor Party",-8.8682,67.0816,-3.2962,19.0093,-5.5791,48.0723,28.167,0.702,34.9672,5.4389,13.4423,-4.507,21.5249,25.0966,-39.5417
36,1956,-15,-15,63320,"Australian Labor Party",-8.6205,67.2545,-2.9999,17.583,-5.6273,49.6715,28.4724,1.2905,34.8721,5.7898,14.1252,-4.2546,20.7469,25.0322,-37.7833
36,1956,-14,-14,63320,"Australian Labor Party",-8.3729,67.4274,-2.7035,16.1566,-5.6754,51.2707,28.7779,1.8789,34.777,6.1406,14.8081,-4.0022,19.9689,24.9679,-36.025
36,1956,-13,-13,63320,"Australian Labor Party",-8.1253,67.6003,-2.4071,14.7303,-5.7235,52.87,29.0833,2.4674,34.6819,6.4915,15.491,-3.7498,19.1909,24.9035,-34.2667
36,1957,-12,-12,63320,"Australian Labor Party",-7.8777,67.7732,-2.1107,13.3039,-5.7716,54.4692,29.3887,3.0558,34.5868,6.8424,16.1739,-3.4974,18.4129,24.8392,-32.5083
36,1957,-11,-11,63320,"Australian Labor Party",-7.6301,67.9461,-1.8143,11.8776,-5.8197,56.0685,29.6941,3.6442,34.4917,7.1932,16.8568,-3.245,17.6349,24.7748,-30.75
36,1957,-10,-10,63320,"Australian Labor Party",-7.3824,68.119,-1.5179,10.4512,-5.8679,57.6677,29.9995,4.2327,34.3966,7.5441,17.5398,-2.9925,16.8568,24.7105,-28.9917
36,1957,-9,-9,63320,"Australian Labor Party",-7.1348,68.2918,-1.2215,9.0249,-5.916,59.2669,30.305,4.8211,34.3015,7.8949,18.2227,-2.7401,16.0788,24.6462,-27.2333
36,1958,-8,-8,63320,"Australian Labor Party",-6.8872,68.4647,-0.9251,7.5985,-5.9641,60.8662,30.6104,5.4096,34.2064,8.2458,18.9056,-2.4877,15.3008,24.5818,-25.475
36,1958,-7,-7,63320,"Australian Labor Party",-6.6396,68.6376,-0.6288,6.1722,-6.0122,62.4654,30.9158,5.998,34.1113,8.5966,19.5885,-2.2353,14.5228,24.5175,-23.7167
36,1958,-6,-6,63320,"Australian Labor Party",-6.392,68.8105,-0.3324,4.7459,-6.0603,64.0647,31.2212,6.5865,34.0163,8.9475,20.2714,-1.9829,13.7448,24.4531,-21.9583
36,1958,-5,-5,63320,"Australian Labor Party",-6.1444,68.9834,-0.036,3.3195,-6.1084,65.6639,31.5267,7.1749,33.9212,9.2984,20.9544,-1.7305,12.9668,24.3888,-20.2
36,1959,-4,-4,63320,"Australian Labor Party",-6.479,67.8462,-0.033,3.0429,-6.4461,64.8033,31.3846,6.824,31.5348,8.7814,19.6486,-1.5863,11.8862,22.5801,-17.9417
36,1959,-3,-3,63320,"Australian Labor Party",-6.8137,66.709,-0.03,2.7663,-6.7838,63.9427,31.2425,6.4731,29.1485,8.2644,18.3428,-1.4421,10.8057,20.7715,-15.6833
36,1959,-2,-2,63320,"Australian Labor Party",-7.1484,65.5718,-0.027,2.4896,-7.1215,63.0821,31.1004,6.1221,26.7621,7.7474,17.037,-1.2978,9.7251,18.9629,-13.425
36,1959,-1,-1,63320,"Australian Labor Party",-7.4831,64.4345,-0.024,2.213,-7.4592,62.2215,30.9583,5.7712,24.3758,7.2304,15.7312,-1.1536,8.6445,17.1542,-11.1667
36,1960,0,0,63320,"Australian Labor Party",-7.8178,63.2973,-0.021,1.9364,-7.7969,61.3609,30.8162,5.4203,21.9894,6.7134,14.4254,-1.0094,7.564,15.3456,-8.9083
36,1960,1,1,63320,"Australian Labor Party",-8.1525,62.1601,-0.018,1.6598,-8.1346,60.5003,30.6741,5.0693,19.6031,6.1965,13.1197,-0.8652,6.4834,13.5369,-6.65
36,1960,2,2,63320,"Australian Labor Party",-8.4872,61.0229,-0.015,1.3831,-8.4723,59.6398,30.532,4.7184,17.2167,5.6795,11.8139,-0.721,5.4028,11.7283,-4.3917
36,1960,3,3,63320,"Australian Labor Party",-8.8219,59.8857,-0.012,1.1065,-8.81,58.7792,30.3899,4.3675,14.8304,5.1625,10.5081,-0.5768,4.3223,9.9197,-2.1333
36,1961,4,4,63320,"Australian Labor Party",-9.1566,58.7484,-0.009,0.8299,-9.1476,57.9186,30.2478,4.0166,12.444,4.6455,9.2023,-0.4326,3.2417,8.111,0.125
36,1961,5,5,63320,"Australian Labor Party",-9.4913,57.6112,-0.006,0.5533,-9.4853,57.058,30.1057,3.6656,10.0577,4.1285,7.8965,-0.2884,2.1611,6.3024,2.3833
36,1961,6,6,63320,"Australian Labor Party",-9.826,56.474,-0.003,0.2766,-9.823,56.1974,29.9636,3.3147,7.6713,3.6115,6.5908,-0.1442,1.0806,4.4937,4.6417
36,1961,7,7,63320,"Australian Labor Party",-10.1607,55.3368,0,0,-10.1607,55.3368,29.8215,2.9638,5.285,3.0946,5.285,0,0,2.6851,6.9
36,1962,8,8,63320,"Australian Labor Party",-10.8144,58.031,-0.2932,1.1555,-10.5218,56.8756,30.5584,3.8255,8.012,3.278,6.1081,0.6861,1.9039,7.9016,2.9875
36,1962,9,9,63320,"Australian Labor Party",-11.4681,60.7253,-0.5864,2.3109,-10.883,58.4144,31.2953,4.6873,10.7389,3.4614,6.9312,1.3722,3.8078,13.1181,-0.925
36,1962,10,10,63320,"Australian Labor Party",-12.1217,63.4195,-0.8796,3.4664,-11.2441,59.9531,32.0321,5.5491,13.4659,3.6448,7.7543,2.0583,5.7117,18.3346,-4.8375
36,1962,11,11,63320,"Australian Labor Party",-12.7754,66.1138,-1.1728,4.6218,-11.6052,61.4919,32.769,6.4108,16.1929,3.8283,8.5774,2.7444,7.6155,23.5511,-8.75
36,1963,12,12,63320,"Australian Labor Party",-13.4291,68.808,-1.466,5.7773,-11.9663,63.0307,33.5059,7.2726,18.9199,4.0117,9.4005,3.4305,9.5194,28.7676,-12.6625
36,1963,13,13,63320,"Australian Labor Party",-14.0828,71.5023,-1.7592,6.9328,-12.3275,64.5695,34.2428,8.1344,21.6469,4.1951,10.2236,4.1166,11.4233,33.9841,-16.575
36,1963,14,14,63320,"Australian Labor Party",-14.7364,74.1965,-2.0523,8.0882,-12.6886,66.1083,34.9796,8.9961,24.3739,4.3785,11.0467,4.8026,13.3272,39.2007,-20.4875
36,1963,15,15,63320,"Australian Labor Party",-15.3901,76.8908,-2.3455,9.2437,-13.0497,67.6471,35.7165,9.8579,27.1008,4.562,11.8697,5.4887,15.2311,44.4172,-24.4
36,1964,16,16,63320,"Australian Labor Party",-14.5396,75.2817,-2.3153,9.6858,-12.2294,65.5959,35.4161,9.2017,28.5822,4.2658,12.5456,5.1162,16.0366,43.3948,-23.5917
36,1964,17,17,63320,"Australian Labor Party",-13.6891,73.6726,-2.285,10.1279,-11.4091,63.5447,35.1158,8.5455,30.0635,3.9697,13.2214,4.7436,16.8422,42.3725,-22.7833
