"dim","iso","year","quarter","techq","eu","median1st","median2nd","pres","GOV_POS","govmin","govmax","VP_RANGE","VP_RANGE_EU","minoritygov"
"LR",208,1989,117,117,1,-7.2642,,,-2.756,-10.0494,10.2838,20.3331,20.3331,1
"LR",208,1989,118,118,1,-8.1874,,,-2.2821,-9.9468,10.3747,20.3215,20.3215,1
"LR",208,1989,119,119,1,-9.1106,,,-1.8081,-9.8443,10.4657,20.31,20.31,1
"LR",208,1990,120,120,1,-9.7417,,,-1.3342,-10.0338,10.5566,20.5905,20.5905,1
"LR",208,1990,121,121,1,-9.6392,,,-0.8602,-10.957,10.6476,21.6046,21.6046,1
"LR",208,1990,122,122,1,-9.5366,,,-0.3863,-11.8803,10.7386,22.6188,22.6188,1
"LR",208,1990,123,123,1,-9.4341,,,0.0876,-12.8035,11.9126,24.7161,24.7161,1
"LR",208,1991,124,124,1,-8.9798,,,1.3411,-8.9798,12.0062,20.986,20.986,1
"LR",208,1991,125,125,1,-8.5254,,,1.601,-8.5254,12.0998,20.6253,20.6253,1
"LR",208,1991,126,126,1,-8.0711,,,1.8609,-8.0711,12.1934,20.2645,20.2645,1
"LR",208,1991,127,127,1,-7.6168,,,2.1209,-7.6168,12.287,19.9038,19.9038,1
"LR",208,1992,128,128,1,-7.1625,,,2.3808,-7.1625,12.454,19.6165,19.6165,1
"LR",208,1992,129,129,1,-6.7082,,,2.6407,-6.7082,12.7789,19.4871,19.4871,1
"LR",208,1992,130,130,1,-6.2538,,,2.9006,-6.2538,13.1038,19.3577,19.3577,1
"LR",208,1992,131,131,1,-5.7995,,,3.1605,-5.7995,13.4287,19.2282,19.2282,1
"LR",208,1993,132,132,1,-5.3452,,,-5.3452,-8.7043,13.7536,22.4579,22.4579,0
"LR",208,1993,133,133,1,-4.8909,,,-4.8909,-8.2489,14.0785,22.3274,22.3274,0
"LR",208,1993,134,134,1,-4.4366,,,-4.4366,-7.7934,14.4034,22.1968,22.1968,0
"LR",208,1993,135,135,1,-3.9823,,,-3.9823,-7.3379,14.7283,22.0662,22.0662,0
"LR",208,1994,136,136,1,-3.5279,,,-3.5279,-6.8825,15.0532,21.9357,21.9357,0
"LR",208,1994,137,137,1,-3.0736,,,-3.0736,-6.427,15.3781,21.8051,21.8051,0
"LR",208,1994,138,138,1,-2.6193,,,-2.6193,-5.9715,15.703,21.6745,21.6745,0
"LR",208,1994,139,139,1,-1.8559,,,-3.482,-11.0104,3.8946,14.905,14.905,1
"LR",208,1995,140,140,1,-1.0925,,,-2.928,-10.9612,3.9659,14.9272,14.9272,1
"LR",208,1995,141,141,1,-0.3291,,,-2.374,-10.9121,4.0373,14.9494,14.9494,1
"LR",208,1995,142,142,1,0.4342,,,-1.82,-10.8629,4.1087,14.9716,14.9716,1
"LR",208,1995,143,143,1,1.1976,,,-0.5768,-10.8138,4.18,14.9938,14.9938,1
"LR",208,1996,144,144,1,1.961,,,0.0811,-10.7646,4.2514,15.0161,15.0161,1
"LR",208,1996,145,145,1,2.7244,,,0.7389,-10.7155,4.3228,15.0383,15.0383,1
"LR",208,1996,146,146,1,3.4878,,,7.0675,-3.5686,17.0111,20.5797,20.5797,1
"LR",208,1996,147,147,1,4.2512,,,7.751,-3.2682,17.4729,20.7411,20.7411,1
"LR",208,1997,148,148,1,5.0145,,,8.4112,-2.9678,17.9348,20.9026,20.9026,1
"LR",208,1997,149,149,1,5.7779,,,9.0608,-2.6675,18.3966,21.064,21.064,1
"LR",208,1997,150,150,1,6.5413,,,9.7105,-2.3671,18.8584,21.2255,21.2255,1
"LR",208,1997,151,151,1,7.3047,,,10.3601,-2.0667,19.3202,21.3869,21.3869,1
"LR",208,1998,152,152,1,8.0681,,,11.0097,-1.7663,19.782,21.5484,21.5484,1
"LR",208,1998,153,153,1,7.671,,,9.0196,-1.8078,18.8641,20.6718,20.6718,1
"LR",208,1998,154,154,1,7.274,,,8.7573,-1.8492,19.1659,21.0151,21.0151,1
"LR",208,1998,155,155,1,6.8769,,,8.495,-1.8906,19.4678,21.3584,21.3584,1
"LR",208,1999,156,156,1,6.4798,,,8.2327,-1.932,19.7697,21.7017,21.7017,1
"LR",208,1999,157,157,1,6.0828,,,4.0849,-7.1268,6.0828,13.2096,13.2096,1
"LR",208,1999,158,158,1,5.6857,,,3.8722,-6.4779,5.6857,12.1636,12.1636,1
"LR",208,1999,159,159,1,5.2887,,,3.6594,-5.829,5.2887,11.1176,11.1176,1
"LR",208,2000,160,160,1,4.8916,,,3.4467,-5.18,4.8916,10.0716,10.0716,1
"LR",208,2000,161,161,1,4.4946,,,3.234,-4.5311,4.8224,9.3535,9.3535,1
"LR",208,2000,162,162,1,4.0975,,,3.0213,-3.8822,4.8224,8.7045,8.7045,1
"LR",208,2000,163,163,1,3.7004,,,2.8085,-3.2333,4.8224,8.0556,8.0556,1
"LR",208,2001,164,164,1,3.3034,,,2.5958,-2.5843,4.8224,7.4067,7.4067,1
"LR",208,2001,165,165,1,2.9063,,,2.3831,-2.3047,4.8224,7.127,7.127,1
"LR",208,2001,166,166,1,2.5093,,,2.1704,-2.3461,4.8224,7.1684,7.1684,1
"LR",208,2001,167,167,1,2.1122,,,1.9576,-2.3875,4.8224,7.2099,7.2099,1
"LR",208,2002,168,168,1,22.2706,,,24.2274,22.2706,26.4918,4.2212,23.8177,1
"LR",208,2002,169,169,1,21.4508,,,22.9203,21.4508,24.5608,3.11,21.5038,1
"LR",208,2002,170,170,1,20.6309,,,21.6131,20.6309,22.6298,1.9989,18.3229,1
"LR",208,2002,171,171,1,19.8111,,,20.306,19.8111,20.6989,0.8878,16.5055,1
"LR",208,2003,172,172,1,18.7679,,,18.9988,18.7679,19.0011,0.2332,15.8444,1
"LR",208,2003,173,173,1,16.8369,,,17.6916,16.8369,18.1715,1.3345,15.1232,1
"LR",208,2003,174,174,1,14.906,,,16.3845,14.906,17.3516,2.4457,14.0732,1
"LR",208,2003,175,175,1,12.975,,,14.9897,12.9299,16.5318,3.6019,13.0547,1
"LR",208,2004,176,176,1,11.044,,,13.7025,11.044,15.712,4.668,14.4443,1
"LR",208,2004,177,177,1,9.1131,,,12.4153,9.1131,14.8922,5.7791,14.2664,1
"LR",208,2004,178,178,1,7.1821,,,10.6249,7.1821,14.0723,6.8902,12.7886,1
"LR",208,2004,179,179,1,5.2511,,,8.8223,4.0547,13.2525,9.1978,11.8262,1
"LR",208,2005,180,180,1,4.5915,,,7.3742,3.3202,12.4327,9.1125,10.5139,1
"LR",208,2005,181,181,1,3.8633,,,6.7598,3.1437,12.2327,9.0891,10.3265,1
"LR",208,2005,182,182,1,3.1351,,,6.1454,2.9672,12.0328,9.0656,10.3833,1
"LR",208,2005,183,183,1,2.7907,,,5.531,2.4069,11.8329,9.426,9.9431,1
"LR",208,2006,184,184,1,2.6142,,,4.9166,1.6787,11.633,9.9542,10.8057,1
"LR",208,2006,185,185,1,2.4378,,,4.3022,0.9506,11.4331,10.4825,10.7888,1
"LR",208,2006,186,186,1,1.832,,,3.6878,0.2224,11.2332,11.0108,11.0108,1
"LR",208,2006,187,187,1,0.9119,,,-0.0765,-7.6227,2.0848,9.7075,9.7075,1
"LR",208,2007,188,188,1,-0.0082,,,-0.6955,-7.3737,1.9083,9.282,9.282,1
"LR",208,2007,189,189,1,-0.9282,,,-1.3145,-7.1246,1.7319,8.8565,8.8565,1
"LR",208,2007,190,190,1,-1.8483,,,-1.9335,-6.8756,1.5554,8.431,8.431,1
"LR",208,2007,191,191,1,-2.7684,,,-2.9737,-6.6266,1.3789,8.0055,8.1161,1
"LR",208,2008,192,192,1,-2.3308,,,-3.0496,-7.2279,2.5075,9.7354,9.7354,1
"LR",208,2008,193,193,1,-1.8932,,,-2.7559,-7.8292,3.6361,11.4652,11.4652,1
"LR",208,2008,194,194,1,-1.4556,,,-2.4622,-8.4304,4.7647,13.1951,13.1951,1
"LR",208,2008,195,195,1,-1.018,,,-2.1685,-9.0317,5.8933,14.925,14.925,1
"LR",208,2009,196,196,1,-0.5803,,,2.4368,-1.608,8.7514,10.3594,10.3594,1
"LR",208,2009,197,197,1,-0.1427,,,2.7871,-1.2459,8.455,9.7009,9.7009,1
"LR",208,2009,198,198,1,0.2949,,,3.1374,-0.8838,9.279,10.1628,10.1628,1
"LR",208,2009,199,199,1,0.7325,,,3.4877,-0.5217,10.4076,10.9293,10.9293,1
"LR",208,2010,200,200,1,1.1701,,,2.6795,-0.1595,11.5362,11.6958,11.6958,1
"LR",208,2010,201,201,1,1.6077,,,3.9384,0.2026,12.6648,12.4622,12.4622,1
"LR",208,2010,202,202,1,2.0454,,,4.2453,0.5647,13.7934,13.2287,13.2287,1
"LR",208,2010,203,203,1,2.483,,,4.9188,2.483,14.922,12.439,12.843,1
"LR",208,2011,204,204,1,2.9206,,,5.2201,2.9206,16.0506,13.13,13.7071,1
"LR",208,2011,205,205,1,3.3582,,,5.5214,3.3582,17.1792,13.821,14.7445,1
"LR",208,2011,206,206,1,3.7958,,,5.8227,3.7958,18.3078,14.512,16.3461,1
"LR",208,2011,207,207,1,0.876,,,-0.8905,-15.423,4.6802,20.1032,20.1032,1
"LR",208,2012,208,208,1,-0.2611,,,-0.4501,-15.2002,5.5646,20.7648,20.7648,1
"LR",208,2012,209,209,1,-1.3982,,,-0.0097,-14.9774,6.4489,21.4263,21.4263,1
"LR",208,2012,210,210,1,-2.0101,,,0.4307,-14.7545,7.3333,22.0879,22.0879,1
"LR",208,2012,211,211,1,-1.6002,,,0.8711,-14.5317,8.2177,22.7494,22.7494,1
"LR",208,2013,212,212,1,-1.1903,,,1.3115,-14.3089,9.1021,23.411,23.411,1
"LR",208,2013,213,213,1,-0.7804,,,1.7519,-14.086,9.9865,24.0725,24.0725,1
"LR",208,2013,214,214,1,-0.3705,,,2.1923,-13.8632,10.8708,24.7341,24.7341,1
"LR",208,2013,215,215,1,0.0394,,,2.6327,-13.6404,11.7552,25.3956,25.3956,1
"LR",208,2014,216,216,1,0.4494,,,2.6083,-13.4176,12.6396,26.0572,26.0572,1
"LR",208,2014,217,217,1,0.8593,,,0.3994,-13.1947,13.398,26.5928,26.5928,1
"LR",208,2014,218,218,1,1.2692,,,0.7089,-12.9719,14.0899,27.0618,27.0618,1
"LR",208,2014,219,219,1,1.6791,,,1.0185,-12.7694,14.7818,27.5513,27.5513,1
"LR",208,2015,220,220,1,2.089,,,1.328,-13.9066,15.4737,29.3803,29.3803,1
"LR",208,2015,221,221,1,2.4989,,,1.6375,-15.0437,16.1656,31.2093,31.2093,1
"LR",208,2015,222,222,1,15.7239,,,10.3936,2.0343,16.1141,14.0797,16.0204,1
"LR",208,2015,223,223,1,14.3864,,,9.807,1.5697,16.0625,14.4928,16.6865,1
"LR",208,2016,224,224,1,13.0488,,,9.2204,1.1051,16.011,14.9058,16.6916,1
"LR",208,2016,225,225,1,11.7112,,,8.6338,0.6405,15.9594,15.3189,16.0245,1
"LR",208,2016,226,226,1,10.3737,,,8.0471,0.1759,15.9078,15.7319,16.4628,1
"LR",208,2016,227,227,1,9.0361,,,7.4605,-0.2887,15.8563,16.145,16.5707,1
"LR",208,2017,228,228,1,7.6985,,,11.0311,7.6985,23.353,15.6544,23.3509,1
"LR",208,2017,229,229,1,6.361,,,2.7989,-1.2179,21.6301,22.848,22.848,1
"LR",208,2017,230,230,1,5.0234,,,1.8716,-1.6825,19.9073,21.5898,21.5898,1
"LR",208,2017,231,231,1,3.6858,,,0.9443,-2.1471,18.1989,20.346,20.346,1
"LR",208,2018,232,232,1,2.3483,,,0.0171,-2.6117,16.8703,19.482,19.482,1
"LR",208,2018,233,233,1,1.0107,,,-0.9102,-3.0763,15.5417,18.618,18.618,1
"LR",208,2018,234,234,1,-0.3269,,,-1.8375,-3.5409,14.213,17.7539,17.7539,1
"LR",208,2018,235,235,1,-1.6644,,,-2.7648,-4.0055,12.8844,16.8899,16.8899,1
"LR",208,2019,236,236,1,-3.002,,,-3.692,-4.4701,11.5557,16.0259,16.0259,1
"LR",208,2019,237,237,1,-4.3396,,,-4.6193,-4.9347,10.2271,15.1619,15.1619,1
"LR",208,2019,238,238,1,-4.9347,,,-4.6535,-4.9347,-4.3396,0.5952,5.1395,1
"LR",208,2019,239,239,1,-4.9347,,,-4.6535,-4.9347,-4.3396,0.5952,4.5977,1
"LR",208,2020,240,240,1,-4.9347,,,-4.6535,-4.9347,-4.3396,0.5952,4.2861,1
"LR",208,2020,241,241,1,-4.9347,,,-4.6535,-4.9347,-4.3396,0.5952,4.5713,1
"LR",208,2020,242,242,1,-4.9347,,,-4.6535,-4.9347,-4.3396,0.5952,4.6355,1
"LR",208,2020,243,243,1,-4.9347,,,-4.6535,-4.9347,-4.3396,0.5952,4.5359,1
"LR",233,1992,130,130,,4.6636,,,4.1327,3.4182,4.6636,1.2454,1.2454,1
"LR",233,1992,131,131,,4.6309,,4.6309,3.8878,2.4068,4.6309,2.2241,2.2241,0
"LR",233,1993,132,132,,4.5983,,4.5983,3.8504,2.2498,4.5983,2.3485,2.3485,0
"LR",233,1993,133,133,,4.5657,,4.5657,3.8129,2.0929,4.5657,2.4728,2.4728,0
"LR",233,1993,134,134,,4.533,,4.533,3.7754,1.9359,4.533,2.5971,2.5971,0
"LR",233,1993,135,135,,4.5004,,4.5004,3.7379,1.7789,4.5004,2.7215,2.7215,0
"LR",233,1994,136,136,,4.4678,,4.4678,3.7005,1.6219,4.4678,2.8458,2.8458,0
"LR",233,1994,137,137,,4.4351,,4.4351,3.663,1.4649,4.4351,2.9702,2.9702,0
"LR",233,1994,138,138,,4.0182,,4.4025,3.6255,1.308,4.4025,3.0945,3.0945,0
"LR",233,1994,139,139,,3.5977,,4.3698,3.588,1.151,4.3698,3.2189,3.2189,0
"LR",233,1995,140,140,,3.1771,,4.3372,3.5506,0.994,4.3372,3.3432,3.3432,0
"LR",233,1995,141,141,,2.7633,,4.8226,1.6257,-2.3499,3.1771,5.5269,5.5269,0
"LR",233,1995,142,142,,2.912,,5.308,1.6736,-2.179,3.1771,5.3561,5.3561,0
"LR",233,1995,143,143,,3.0607,,5.7934,3.0665,2.8278,3.1771,0.3493,0.3493,0
"LR",233,1996,144,144,,3.1771,,6.2788,3.2358,3.1771,3.3626,0.1855,0.1855,0
"LR",233,1996,145,145,,3.1771,,6.7642,3.4052,3.1771,3.8974,0.7203,0.7203,0
"LR",233,1996,146,146,,3.1771,,7.2496,3.5746,3.1771,4.4322,1.2551,1.2551,0
"LR",233,1996,147,147,,3.1771,,7.735,3.7439,3.1771,4.967,1.7899,1.7899,0
"LR",233,1997,148,148,,3.1771,,8.2204,3.2163,2.994,3.8043,0.8103,0.8103,1
"LR",233,1997,149,149,,3.1771,,8.7059,3.2594,3.1771,3.953,0.7759,0.7759,1
"LR",233,1997,150,150,,3.1771,,9.1913,3.3026,3.1771,4.1017,0.9246,0.9246,1
"LR",233,1997,151,151,,3.1771,,9.6767,3.3457,3.1771,4.2504,1.0733,1.0733,1
"LR",233,1998,152,152,,3.1771,,10.1621,3.3888,3.1771,4.3991,1.222,1.222,1
"LR",233,1998,153,153,,3.1771,,10.6475,3.432,3.1771,4.5478,1.3707,1.3707,1
"LR",233,1998,154,154,,3.1771,,11.1329,3.4751,3.1771,4.6965,1.5194,1.5194,1
"LR",233,1998,155,155,,3.1771,,11.6183,3.5183,3.1771,4.8452,1.6681,1.6681,1
"LR",233,1999,156,156,,3.1771,,12.1037,3.5614,3.1771,4.9939,1.8168,1.8168,1
"LR",233,1999,157,157,,4.802,,12.3013,8.9309,4.802,12.3013,7.4993,7.4993,0
"LR",233,1999,158,158,,4.61,,12.4989,8.8276,4.61,12.4989,7.8888,7.8888,0
"LR",233,1999,159,159,,4.4181,,12.6965,8.7244,4.4181,12.6965,8.2784,8.2784,0
"LR",233,2000,160,160,,4.2262,,12.8941,8.6211,4.2262,12.8941,8.6679,8.6679,0
"LR",233,2000,161,161,,4.0342,,13.0916,8.5179,4.0342,13.0916,9.0574,9.0574,0
"LR",233,2000,162,162,,3.8423,,13.2892,8.4147,3.8423,13.2892,9.447,9.447,0
"LR",233,2000,163,163,,3.6504,,13.4868,8.3114,3.6504,13.4868,9.8365,9.8365,0
"LR",233,2001,164,164,,3.4584,,13.6844,8.2082,3.4584,13.6844,10.226,10.226,0
"LR",233,2001,165,165,,3.2665,,13.882,8.105,3.2665,13.882,10.6155,10.6155,0
"LR",233,2001,166,166,,3.0745,,14.0796,8.0017,3.0745,14.0796,11.0051,11.0051,0
"LR",233,2001,167,167,,2.8826,,1.1699,7.8985,2.8826,14.2772,11.3946,11.3946,0
"LR",233,2002,168,168,,2.6907,,0.9648,3.0078,1.3175,5.9367,4.6192,4.6192,1
"LR",233,2002,169,169,,2.4987,,0.7598,2.9054,1.4095,5.6164,4.2069,4.2069,1
"LR",233,2002,170,170,,2.3068,,0.5547,2.803,1.5015,5.2961,3.7946,3.7946,1
"LR",233,2002,171,171,,2.1149,,0.3497,2.7006,1.5935,4.9758,3.3823,3.3823,1
"LR",233,2003,172,172,,1.9229,,0.1446,2.5982,1.6855,4.6555,2.97,2.97,1
"LR",233,2003,173,173,,2.7109,,0.0067,2.6826,0.0067,4.4717,4.465,4.465,0
"LR",233,2003,174,174,,2.7981,,-0.1311,2.6352,-0.1311,4.2879,4.4191,4.4191,0
"LR",233,2003,175,175,,2.8853,,-0.269,2.5878,-0.269,4.1041,4.3731,4.3731,0
"LR",233,2004,176,176,,2.9725,,-0.4069,2.5405,-0.4069,3.9203,4.3272,4.3272,0
"LR",233,2004,177,177,1,3.0597,,-0.5447,2.4931,-0.5447,3.7365,4.2813,4.2813,0
"LR",233,2004,178,178,1,3.1469,,-0.6826,2.4457,-0.6826,3.5527,4.2353,4.2353,0
"LR",233,2004,179,179,1,3.2341,,-0.8205,2.3983,-0.8205,3.3689,4.1894,4.1894,0
"LR",233,2005,180,180,1,3.1851,,-0.9583,2.3509,-0.9583,3.3213,4.2796,4.2796,0
"LR",233,2005,181,181,1,3.0013,,-1.0962,0.3264,-1.0962,3.0013,4.0975,4.0975,0
"LR",233,2005,182,182,1,2.8175,,-1.2341,0.108,-1.2341,2.8175,4.0516,4.0516,0
"LR",233,2005,183,183,1,2.6337,,-1.3719,-0.1104,-1.3868,2.6337,4.0205,4.0205,0
"LR",233,2006,184,184,1,2.4499,,-1.5098,-0.3288,-1.6661,2.4499,4.116,4.116,0
"LR",233,2006,185,185,1,2.2661,,-1.6476,-0.5472,-1.9454,2.2661,4.2115,4.2115,0
"LR",233,2006,186,186,1,2.0823,,-1.7855,-0.7657,-2.2247,2.0823,4.307,4.307,0
"LR",233,2006,187,187,1,1.8985,,-3.0567,-0.9841,-2.504,1.8985,4.4025,4.4025,0
"LR",233,2007,188,188,1,1.7147,,-3.3886,-1.2025,-2.7833,1.7147,4.498,4.498,0
"LR",233,2007,189,189,1,-2.1146,,-3.7419,1.1837,-3.7419,3.7231,7.465,7.465,0
"LR",233,2007,190,190,1,-2.4351,,-4.0952,0.7736,-4.0952,3.4274,7.5227,7.5227,0
"LR",233,2007,191,191,1,-2.6894,,-4.4486,0.3635,-4.4486,3.1318,7.5803,7.5803,0
"LR",233,2008,192,192,1,-2.8988,,-4.8019,-0.0466,-4.8019,2.8361,7.638,7.638,0
"LR",233,2008,193,193,1,-3.1082,,-5.1552,-0.4567,-5.1552,2.5405,7.6956,7.6956,0
"LR",233,2008,194,194,1,-3.3175,,-5.5085,-0.8668,-5.5085,2.2448,7.7533,7.7533,0
"LR",233,2008,195,195,1,-3.5269,,-5.8618,-1.2769,-5.8618,1.9491,7.8109,8.0948,0
"LR",233,2009,196,196,1,-3.7363,,-6.2151,-1.687,-6.2151,1.6535,7.8686,9.0527,0
"LR",233,2009,197,197,1,-3.9457,,-6.5684,-2.0971,-6.5684,1.3578,7.9263,8.4145,0
"LR",233,2009,198,198,1,-4.1551,,-6.9217,-1.8954,-4.1551,1.0622,5.2172,6.5153,1
"LR",233,2009,199,199,1,-4.3644,,-7.275,-2.2942,-4.3644,0.7665,5.131,6.7995,1
"LR",233,2010,200,200,1,-4.5738,,-7.6284,-2.6929,-4.5738,0.4709,5.0447,6.119,1
"LR",233,2010,201,201,1,-4.7832,,-7.9817,-3.0916,-4.7832,0.1752,4.9584,6.6311,1
"LR",233,2010,202,202,1,-5.265,,-8.335,-3.4904,-5.265,-0.1205,5.1446,7.3012,1
"LR",233,2010,203,203,1,-5.7636,,-8.6883,-3.8891,-5.7636,-0.4161,5.3475,7.8426,1
"LR",233,2011,204,204,1,-6.2621,,-9.0416,-4.2878,-6.2621,-0.7118,5.5504,8.6056,1
"LR",233,2011,205,205,1,-5.7966,,-8.6393,-3.6324,-5.7966,-0.5273,5.2693,8.2313,0
"LR",233,2011,206,206,1,-5.3311,,-8.2371,-3.2823,-5.3311,-0.3428,4.9883,7.2928,0
"LR",233,2011,207,207,1,-4.8655,,-7.8348,-2.9322,-4.8655,-0.1583,4.7073,6.2906,0
"LR",233,2012,208,208,1,-4.4,,-7.4326,-2.5821,-4.4,0.0262,4.4262,6.609,0
"LR",233,2012,209,209,1,-3.9345,,-7.0303,-2.232,-3.9345,0.2107,4.1452,5.8663,0
"LR",233,2012,210,210,1,-3.4689,,-6.6281,-1.8819,-3.4689,0.3952,3.8642,5.1396,0
"LR",233,2012,211,211,1,-3.0034,,-6.2258,-1.5318,-3.0034,0.5797,3.5831,4.5424,0
"LR",233,2013,212,212,1,-2.5379,,-5.8236,-1.1817,-2.5379,0.7642,3.3021,4.3346,0
"LR",233,2013,213,213,1,-2.0724,,-5.4213,-0.8316,-2.0724,0.9487,3.021,3.7658,0
"LR",233,2013,214,214,1,-1.6068,,-5.019,-0.4815,-1.6068,1.1332,2.74,3.1769,0
"LR",233,2013,215,215,1,-1.1413,,-4.6168,-0.1314,-1.1413,1.3177,2.459,2.5047,0
"LR",233,2014,216,216,1,-0.6758,,-4.2145,0.2188,-0.6758,1.5022,2.1779,2.4022,0
"LR",233,2014,217,217,1,-0.2102,,-3.8123,-1.5264,-3.8123,-0.2102,3.602,5.4339,0
"LR",233,2014,218,218,1,0.2553,,-3.41,-1.0839,-3.41,0.2553,3.6653,4.3708,0
"LR",233,2014,219,219,1,0.7208,,-3.0078,-0.6415,-3.0078,0.7208,3.7286,4.1807,0
"LR",233,2015,220,220,1,1.1864,,-2.6055,-0.1991,-2.6055,1.1864,3.7919,3.7919,0
"LR",233,2015,221,221,1,1.2403,,-2.767,0.5485,-2.767,2.6187,5.3856,5.3856,0
"LR",233,2015,222,222,1,1.2941,,-2.9284,0.6247,-2.9284,2.9972,5.9256,5.9256,0
"LR",233,2015,223,223,1,1.348,,-3.0899,0.7009,-3.0899,3.3757,6.4656,6.4656,0
"LR",233,2016,224,224,1,1.4019,,-3.2514,0.777,-3.2514,3.7542,7.0055,7.0055,0
"LR",233,2016,225,225,1,1.4558,,-3.4128,0.8532,-3.4128,4.1327,7.5455,7.5455,0
"LR",233,2016,226,226,1,1.5097,,-3.5743,0.9294,-3.5743,4.5112,8.0855,8.0855,0
"LR",233,2016,227,227,1,1.5635,,,1.0055,-3.7358,4.8897,8.6254,8.6254,0
"LR",233,2017,228,228,1,1.6174,,,1.0817,-3.8972,5.2682,9.1654,9.1654,0
"LR",233,2017,229,229,1,1.6713,,,1.1578,-4.0587,5.6467,9.7054,9.7054,0
"LR",233,2017,230,230,1,1.7252,,,1.234,-4.2202,6.0252,10.2454,10.2454,0
"LR",233,2017,231,231,1,1.7791,,,1.3102,-4.3816,6.4037,10.7853,10.7853,0
"LR",233,2018,232,232,1,1.833,,,1.3863,-4.5431,6.7822,11.3253,11.3253,0
"LR",233,2018,233,233,1,1.8868,,,1.4625,-4.7046,7.1607,11.8653,11.8653,0
"LR",233,2018,234,234,1,1.9407,,,1.5386,-4.866,7.5392,12.4052,12.4052,0
"LR",233,2018,235,235,1,1.9946,,,1.6148,-5.0275,7.9177,12.9452,12.9452,0
"LR",233,2019,236,236,1,2.0485,,,1.691,-5.189,8.2962,13.4852,13.4852,0
"LR",233,2019,237,237,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",233,2019,238,238,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",233,2019,239,239,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",233,2020,240,240,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",233,2020,241,241,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",233,2020,242,242,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",233,2020,243,243,1,2.0485,,,1.2292,-4.153,7.1283,11.2813,11.2813,1
"LR",246,1945,-60,-60,,3.2934,,,4.6427,3.2934,5.8987,2.6054,2.6054,1
"LR",246,1945,-59,-59,,2.2091,,,-0.4986,-10.2524,5.721,15.9735,15.9735,0
"LR",246,1945,-58,-58,,1.1248,,,-0.878,-10.1839,5.5434,15.7273,15.7273,0
"LR",246,1945,-57,-57,,1.0935,,,-1.2574,-10.1155,5.3657,15.4811,15.4811,0
"LR",246,1946,-56,-56,,1.7836,,,-1.6368,-10.047,5.188,15.235,15.235,0
"LR",246,1946,-55,-55,,2.4738,,2.4738,-1.6144,-9.9785,5.7803,15.7588,15.7588,0
"LR",246,1946,-54,-54,,3.1639,,3.1639,-1.9765,-9.9101,5.8157,15.7258,15.7258,0
"LR",246,1946,-53,-53,,3.7003,,3.854,-2.3387,-9.8416,5.8511,15.6927,15.6927,0
"LR",246,1947,-52,-52,,3.7003,,4.5442,-2.7009,-9.7731,5.8865,15.6597,15.6597,0
"LR",246,1947,-51,-51,,3.7003,,5.2343,-3.0631,-9.7046,5.9219,15.6266,15.6266,0
"LR",246,1947,-50,-50,,3.7003,,5.9245,-3.4252,-9.6362,5.9574,15.5935,15.5935,0
"LR",246,1947,-49,-49,,3.7003,,6.6146,-3.7874,-9.5677,5.9928,16.1823,16.1823,0
"LR",246,1948,-48,-48,,3.7003,,7.3047,-4.1496,-9.718,6.0282,17.0227,17.0227,0
"LR",246,1948,-47,-47,,3.5888,,7.9949,-4.5118,-10.8023,6.0636,18.7972,18.7972,0
"LR",246,1948,-46,-46,,3.4111,,8.685,-5.4501,-11.8866,3.4111,20.5716,20.5716,1
"LR",246,1948,-45,-45,,3.3854,,9.2166,-6.0726,-12.4887,3.3854,21.7053,21.7053,1
"LR",246,1949,-44,-44,,3.3597,,9.7482,-6.6952,-13.0908,3.3597,22.8389,22.8389,1
"LR",246,1949,-43,-43,,3.334,,10.2798,-7.3177,-13.9554,3.334,24.2351,24.2351,1
"LR",246,1949,-42,-42,,3.3083,,10.8113,-7.9402,-15.4864,3.3083,26.2978,26.2978,1
"LR",246,1949,-41,-41,,3.2826,,11.3429,-8.5627,-17.0174,3.2826,28.3604,28.3604,1
"LR",246,1950,-40,-40,,3.257,,11.8745,-9.1852,-18.5485,3.257,30.423,30.423,1
"LR",246,1950,-39,-39,,3.2313,,12.4061,6.1426,3.2313,12.4061,9.1748,9.1748,1
"LR",246,1950,-38,-38,,3.2056,,12.9377,6.2509,3.2056,12.9377,9.7321,9.7321,1
"LR",246,1950,-37,-37,,3.1799,,13.4692,6.3593,3.1799,13.4692,10.2893,10.2893,1
"LR",246,1951,-36,-36,,2.9524,,14.0008,-5.6631,-17.9075,3.7003,31.9083,31.9083,0
"LR",246,1951,-35,-35,,2.6378,,14.5324,-5.9604,-18.5096,3.7003,33.042,33.042,0
"LR",246,1951,-34,-34,,2.3231,,15.064,-6.0684,-19.1117,3.7003,34.1756,34.1756,0
"LR",246,1951,-33,-33,,2.5628,,13.2037,-5.8557,-19.0958,3.7003,32.2995,32.2995,0
